Loyalty Number,Country,Province,City,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month
108535,Canada,Nova Scotia,Halifax,Male,College,55925,Married,Nova,14175.46,Standard,2013,3,,
108536,Canada,Newfoundland and Labrador,St. Johns,Male,Master,119920,Divorced,Nova,3297.57,Standard,2013,4,,
108537,Canada,Ontario,Ottawa,Female,High School or Below,45264,Married,Star,1406.33,2018 Promotion,2018,3,,
108538,Canada,Ontario,Toronto,Female,Bachelor,88872,Single,Star,3981.69,Standard,2015,1,,
108539,Canada,British Columbia,Burnaby,Male,Bachelor,81563,Married,Star,2437.83,Standard,2017,9,,
108540,Canada,Ontario,Mississauga,Female,Master,101614,Married,Aurora,17058.75,Standard,2017,3,,
108541,Canada,British Columbia,Surrey,Female,Bachelor,73736,Married,Nova,2458.16,Standard,2016,2,,
108542,Canada,Quebec,Montreal,Male,Bachelor,90236,Single,Star,4164.68,Standard,2016,6,,
108543,Canada,Alberta,Red Deer,Female,Master,109516,Married,Nova,7306.59,2018 Promotion,2018,4,,
108544,Canada,British Columbia,Victoria,Female,Bachelor,70320,Divorced,Star,1207.92,2018 Promotion,2018,3,2017.0,4.0
108545,Canada,Quebec,Gatineau,Female,Bachelor,93307,Single,Star,2841.62,Standard,2017,2,,
108546,Canada,Ontario,London,Male,High School or Below,34797,Married,Star,1277.66,Standard,2018,2,2017.0,10.0
108547,Canada,Quebec,Gatineau,Male,Bachelor,95915,Divorced,Star,2511.67,Standard,2017,8,,
108548,Canada,British Columbia,Victoria,Female,Master,94046,Married,Star,3546.41,Standard,2013,11,,
108549,Canada,Alberta,Calgary,Male,Bachelor,85540,Married,Nova,3582.39,Standard,2016,3,,
108550,Canada,Quebec,Quebec City,Female,Bachelor,82009,Single,Star,2425.49,Standard,2017,6,,
108551,Canada,Ontario,London,Male,Master,89833,Married,Star,1240.21,Standard,2012,8,,
108552,Canada,British Columbia,Surrey,Male,Bachelor,78021,Married,Star,1252.48,Standard,2018,6,,
108553,Canada,Ontario,London,Female,High School or Below,54130,Married,Star,711.65,2018 Promotion,2018,4,,
108554,Canada,Alberta,Calgary,Male,High School or Below,50395,Married,Aurora,19286.19,Standard,2018,8,,
108555,Canada,Quebec,Montreal,Male,Master,123661,Single,Nova,3679.65,2018 Promotion,2018,2,,
108556,Canada,British Columbia,Surrey,Male,High School or Below,39756,Single,Star,671.25,Standard,2017,4,,
108557,Canada,Ontario,Toronto,Male,Doctor,125871,Divorced,Star,4963.86,2018 Promotion,2018,2,,
108558,Canada,British Columbia,Surrey,Male,College,57683,Married,Aurora,6248.08,Standard,2015,3,,
108559,Canada,British Columbia,Burnaby,Female,Master,104284,Single,Star,1540.5,2018 Promotion,2018,4,,
108560,Canada,Ontario,Hamilton,Female,Master,92277,Single,Star,654.07,Standard,2012,4,,
108561,Canada,Manitoba,Brandon,Female,College,60193,Married,Star,1166.15,Standard,2017,6,2018.0,10.0
108562,Canada,Quebec,Montreal,Male,Bachelor,86903,Married,Aurora,5437.05,2018 Promotion,2018,4,,
108563,Canada,Ontario,Toronto,Male,Doctor,162422,Divorced,Star,706.95,Standard,2014,1,,
108564,Canada,Ontario,Ottawa,Female,Doctor,141988,Single,Star,6100.17,Standard,2015,6,,
108565,Canada,British Columbia,Vancouver,Female,Master,110910,Divorced,Star,684.78,Standard,2016,11,,
108566,Canada,British Columbia,Victoria,Male,College,53378,Married,Nova,3904.95,Standard,2012,12,,
108567,Canada,Quebec,Quebec City,Female,High School or Below,34392,Divorced,Star,2939.08,Standard,2017,2,,
108568,Canada,British Columbia,Burnaby,Female,High School or Below,52683,Married,Star,752.62,Standard,2018,1,2018.0,12.0
108569,Canada,Manitoba,Brandon,Male,College,60854,Divorced,Aurora,16968.04,Standard,2016,5,,
108570,Canada,Ontario,Ottawa,Female,Bachelor,94384,Married,Nova,2194.12,2018 Promotion,2018,2,,
108571,Canada,British Columbia,Victoria,Female,Master,99144,Married,Aurora,15746.85,Standard,2016,12,,
108572,Canada,Ontario,Toronto,Male,High School or Below,37306,Married,Aurora,11754.35,Standard,2017,1,,
108573,Canada,Alberta,Edmonton,Male,Master,83985,Married,Nova,9400.7,2018 Promotion,2018,2,,
108574,Canada,Ontario,Mississauga,Female,Bachelor,71625,Married,Star,2872.53,Standard,2014,3,,
108575,Canada,Ontario,Toronto,Female,Bachelor,70596,Married,Star,969.79,2018 Promotion,2018,4,,
108576,Canada,Ontario,Hamilton,Female,Doctor,150216,Married,Star,1277.94,Standard,2018,4,,
108577,Canada,Saskatchewan,Regina,Male,College,59110,Married,Star,542.12,Standard,2018,7,,
108578,Canada,Ontario,Hamilton,Female,College,67941,Married,Nova,1954.13,Standard,2017,4,,
108579,Canada,Prince Edward Island,Charlottetown,Female,College,57708,Married,Star,1105.02,2018 Promotion,2018,3,2017.0,3.0
108580,Canada,Ontario,Hamilton,Female,Bachelor,99647,Married,Star,1757.3,Standard,2016,1,,
108581,Canada,Quebec,Laval,Female,Bachelor,90402,Married,Nova,6144.73,Standard,2018,1,,
108582,Canada,British Columbia,Vancouver,Male,Master,104207,Married,Aurora,4150.26,Standard,2018,8,,
108583,Canada,Manitoba,Winnipeg,Female,Master,94966,Married,Star,337.99,2018 Promotion,2018,4,,
108584,Canada,Ontario,Mississauga,Female,Doctor,170663,Married,Star,994.38,Standard,2015,2,,
108585,Canada,Ontario,Mississauga,Male,Master,98714,Married,Star,1012.44,Standard,2017,10,,
108586,Canada,Ontario,Mississauga,Female,Bachelor,90821,Single,Nova,3864.25,Standard,2016,4,,
108587,Canada,Ontario,Toronto,Female,Bachelor,92807,Married,Nova,2395.26,Standard,2014,12,,
108588,Canada,Nova Scotia,Dartmouth,Female,College,70869,Married,Nova,2807.69,Standard,2016,10,,
108589,Canada,Ontario,London,Female,College,52482,Single,Star,2484.58,Standard,2017,2,,
108590,Canada,Alberta,Edmonton,Female,Doctor,188821,Single,Nova,5915.11,2018 Promotion,2018,3,,
108591,Canada,Ontario,Mississauga,Male,College,75248,Married,Nova,2033.64,Standard,2015,11,,
108592,Canada,Quebec,Quebec City,Male,Bachelor,89338,Married,Aurora,19941.88,Standard,2016,8,,
108593,Canada,British Columbia,Vancouver,Female,Bachelor,65152,Married,Nova,3623.07,Standard,2018,2,,
108594,Canada,Ontario,Hamilton,Male,Bachelor,92855,Married,Aurora,2107.69,Standard,2017,10,2018.0,7.0
108595,Canada,Quebec,Laval,Female,College,67096,Single,Aurora,5054.84,Standard,2016,8,,
108596,Canada,Ontario,Toronto,Male,Bachelor,66202,Divorced,Nova,7299.01,Standard,2016,1,,
108597,Canada,Alberta,Edmonton,Male,Doctor,136791,Single,Star,174.22,Standard,2016,12,,
108598,Canada,Quebec,Laval,Male,College,69865,Single,Aurora,22451.72,Standard,2015,3,,
108599,Canada,Quebec,Gatineau,Female,Bachelor,55302,Married,Nova,3656.07,Standard,2014,9,,
108600,Canada,Prince Edward Island,Charlottetown,Male,Bachelor,87165,Single,Nova,4683.06,2018 Promotion,2018,2,,
108601,Canada,Quebec,Quebec City,Female,College,62437,Single,Star,2872.52,Standard,2016,2,,
108602,Canada,Ontario,Toronto,Female,College,50738,Single,Aurora,4147.27,Standard,2017,5,,
108603,Canada,British Columbia,Burnaby,Female,Bachelor,89546,Married,Star,2928.02,Standard,2016,4,,
108604,Canada,Ontario,Mississauga,Female,Bachelor,83052,Married,Star,3865.95,Standard,2017,9,,
108605,Canada,Ontario,London,Female,Bachelor,82362,Single,Nova,1621.42,Standard,2018,1,,
108606,Canada,Nova Scotia,Halifax,Male,Master,110657,Married,Star,1235.25,Standard,2016,12,,
108607,Canada,British Columbia,Vancouver,Female,College,59131,Married,Nova,4167.5,Standard,2017,7,,
108608,Canada,British Columbia,Burnaby,Female,College,58516,Single,Star,402.31,Standard,2014,12,,
108609,Canada,Saskatchewan,Saskatoon,Female,Bachelor,77502,Single,Star,995.91,Standard,2016,5,,
108610,Canada,British Columbia,Victoria,Female,Bachelor,84866,Divorced,Star,2493.03,Standard,2018,2,2017.0,11.0
108611,Canada,Quebec,Montreal,Male,College,53746,Married,Star,497.26,Standard,2015,7,,
108612,Canada,Quebec,Montreal,Female,Bachelor,108564,Divorced,Nova,2710.39,Standard,2015,4,,
108613,United Kingdom,,Manchester,Female,Bachelor,70664,Married,Star,408.84,Standard,2014,6,2018.0,4.0
108614,Canada,Alberta,Red Deer,Male,College,64457,Married,Star,3668.6,Standard,2013,4,,
108615,Canada,Ontario,London,Male,College,51465,Single,Star,2789.29,Standard,2012,7,,
108616,United States,,Chicago,Male,Bachelor,120000,Married,Aurora,1375.1,Standard,2016,1,,
108617,United States,,New York,Male,College,53915,Married,Star,496.15,Standard,2016,4,,
108618,Canada,British Columbia,Burnaby,Female,College,75381,Married,Nova,9388.61,Standard,2018,8,,
108619,Canada,Quebec,Quebec City,Male,Doctor,128422,Single,Nova,2458.64,Standard,2017,2,,
108620,Canada,Quebec,Montreal,Female,High School or Below,50501,Married,Star,1093.44,2018 Promotion,2018,3,,
108621,United Kingdom,,Chicago,Female,College,60142,Married,Star,1404.84,2018 Promotion,2018,2,,
108622,Canada,Ontario,Ottawa,Female,Bachelor,86775,Married,Aurora,3613.52,Standard,2015,5,,
108623,Canada,Ontario,Hamilton,Female,Bachelor,87664,Single,Star,2752.5,Standard,2016,1,,
108624,Canada,Quebec,Gatineau,Male,Bachelor,91657,Married,Nova,3531.22,Standard,2018,1,,
108625,Canada,British Columbia,Burnaby,Male,Bachelor,90019,Divorced,Nova,9675.16,2018 Promotion,2018,4,,
108626,Canada,Ontario,Ottawa,Male,High School or Below,44097,Single,Star,486.29,2018 Promotion,2018,2,,
108627,Canada,British Columbia,Surrey,Male,Bachelor,83849,Married,Star,836.39,Standard,2017,9,2018.0,7.0
108628,Canada,Alberta,Calgary,Female,Master,106897,Married,Star,1335.92,Standard,2012,11,,
108629,Canada,Ontario,Hamilton,Male,Bachelor,82755,Married,Aurora,7853.59,Standard,2017,1,,
108630,Canada,Ontario,Mississauga,Female,College,58907,Single,Star,1190.5,2018 Promotion,2018,2,,
108631,Canada,Quebec,Quebec City,Female,High School or Below,48251,Married,Star,3428.74,Standard,2014,11,,
108632,Canada,Alberta,Edmonton,Male,Master,100078,Married,Nova,10889.87,Standard,2016,11,2018.0,4.0
108633,Canada,New Brunswick,Moncton,Male,Bachelor,94841,Single,Star,604.24,Standard,2013,11,,
108634,Canada,Ontario,Hamilton,Female,High School or Below,53920,Single,Aurora,14791.9,Standard,2015,3,,
108635,Canada,Ontario,London,Female,Master,100759,Divorced,Aurora,24181.32,Standard,2014,11,,
108636,Canada,Nova Scotia,Halifax,Female,High School or Below,48731,Married,Nova,2498.46,Standard,2014,8,,
108637,Canada,British Columbia,Burnaby,Male,Bachelor,78448,Married,Aurora,20339.4,Standard,2018,3,,
108638,Canada,British Columbia,Vancouver,Male,Bachelor,74336,Single,Star,2251.42,Standard,2017,7,,
108639,Canada,Quebec,Laval,Male,Master,96356,Married,Nova,6066.62,Standard,2016,11,,
108640,Canada,Alberta,Calgary,Male,College,53855,Single,Nova,1906.86,Standard,2015,2,,
108641,Canada,Quebec,Montreal,Female,Bachelor,63588,Married,Nova,3744.66,2018 Promotion,2018,4,,
108642,Canada,Ontario,Toronto,Female,Bachelor,110579,Single,Star,2092.83,Standard,2013,2,,
108643,Canada,Newfoundland and Labrador,St. Johns,Male,High School or Below,44650,Married,Star,836.46,Standard,2016,6,2017.0,6.0
108644,Canada,British Columbia,Burnaby,Male,Bachelor,86366,Married,Aurora,11760.4,Standard,2017,8,,
108645,Canada,Prince Edward Island,Charlottetown,Female,College,55372,Married,Nova,3858.63,Standard,2016,12,,
108646,Canada,British Columbia,Surrey,Female,College,57360,Single,Star,252.65,Standard,2014,2,,
108647,Canada,Alberta,Edmonton,Female,College,49723,Married,Star,994.69,Standard,2016,8,,
108648,Canada,Quebec,Laval,Female,High School or Below,50359,Married,Star,1240.62,Standard,2017,2,,
108649,Canada,Alberta,Red Deer,Male,College,55898,Married,Star,1448.99,Standard,2017,4,,
108650,Canada,Ontario,Mississauga,Female,College,75958,Married,Nova,1471.22,Standard,2015,2,,
108651,Canada,Ontario,Hamilton,Female,Bachelor,76692,Single,Star,4881.24,Standard,2012,5,,
108652,Canada,Alberta,Lethbridge,Female,College,63510,Single,Nova,2565.28,Standard,2015,5,,
108653,Canada,Ontario,Hamilton,Male,Master,89601,Divorced,Star,3060.55,Standard,2018,3,,
108654,Canada,Quebec,Gatineau,Female,College,60238,Married,Star,673.87,2018 Promotion,2018,4,2017.0,2.0
108655,Canada,Ontario,Toronto,Male,Bachelor,60495,Single,Star,796.59,Standard,2015,11,2017.0,7.0
108656,Canada,Ontario,Toronto,Female,College,50778,Married,Star,3058.45,2018 Promotion,2018,4,,
108657,Canada,British Columbia,Victoria,Male,Master,124909,Single,Aurora,7396.67,2018 Promotion,2018,3,,
108658,Canada,Ontario,London,Female,High School or Below,54908,Single,Nova,2530.04,2018 Promotion,2018,3,,
108659,Canada,Ontario,Mississauga,Male,Bachelor,84209,Married,Nova,3923.93,Standard,2015,8,,
108660,Canada,Ontario,London,Female,Bachelor,83375,Divorced,Star,696.48,Standard,2015,2,,
108661,Canada,Saskatchewan,Regina,Female,Bachelor,93958,Married,Nova,6368.62,Standard,2017,6,,
108662,Canada,Manitoba,Brandon,Male,Bachelor,86056,Married,Star,2187.08,Standard,2012,3,,
108663,Canada,British Columbia,Surrey,Female,Bachelor,73280,Married,Star,1594.39,Standard,2018,6,,
108664,Canada,Ontario,Toronto,Male,High School or Below,50255,Single,Nova,4785.05,Standard,2016,7,,
108665,Canada,Quebec,Quebec City,Male,High School or Below,49164,Married,Star,1243.68,2018 Promotion,2018,2,,
108666,Canada,Saskatchewan,Saskatoon,Female,Master,126398,Married,Star,1796.72,2018 Promotion,2018,3,,
108667,Canada,Quebec,Quebec City,Female,College,69658,Married,Star,1790.61,Standard,2014,9,,
108668,Canada,Alberta,Calgary,Male,Bachelor,59958,Single,Aurora,11208.66,Standard,2017,1,,
108669,Canada,Quebec,Montreal,Male,Bachelor,71025,Single,Nova,3084.65,2018 Promotion,2018,2,2017.0,8.0
108670,Canada,Nova Scotia,Dartmouth,Male,Bachelor,117087,Single,Nova,732.03,Standard,2012,4,,
108671,United States,,Manchester,Female,Bachelor,77991,Married,Star,2717.67,2018 Promotion,2018,2,,
108672,Canada,Ontario,London,Male,Bachelor,82302,Married,Star,3280.78,Standard,2012,12,,
108673,Canada,Ontario,Mississauga,Male,Bachelor,81738,Single,Aurora,7259.63,Standard,2017,3,,
108674,Canada,Ontario,Hamilton,Female,Master,100260,Married,Star,4121.52,2018 Promotion,2018,4,,
108675,Canada,Ontario,Ottawa,Female,Bachelor,107936,Single,Aurora,5253.65,Standard,2017,6,,
108676,Canada,Ontario,Ottawa,Male,Bachelor,84698,Single,Star,734.19,Standard,2018,7,2018.0,10.0
108677,Canada,New Brunswick,Moncton,Male,Bachelor,70446,Married,Star,8701.43,2018 Promotion,2018,4,,
108678,Canada,British Columbia,Victoria,Male,High School or Below,43136,Married,Aurora,17036.89,Standard,2012,2,,
108679,Canada,Ontario,Ottawa,Female,Doctor,160460,Married,Star,553.85,Standard,2013,2,,
108680,Canada,Ontario,Toronto,Male,Master,93542,Married,Aurora,18623.41,Standard,2018,2,,
108681,Canada,Ontario,Ottawa,Male,High School or Below,49681,Single,Nova,13586.53,Standard,2012,12,,
108682,Canada,Ontario,London,Male,Master,96501,Married,Nova,6281.36,Standard,2013,10,,
108683,Canada,Ontario,London,Female,College,58837,Divorced,Star,480.83,Standard,2018,10,,
108684,Canada,British Columbia,Victoria,Male,College,71558,Single,Star,210.54,Standard,2017,7,2018.0,6.0
108685,Canada,Ontario,Mississauga,Female,Bachelor,92956,Single,Star,7158.9,Standard,2017,10,2018.0,2.0
108686,Canada,Manitoba,Brandon,Female,Bachelor,90487,Married,Nova,1979.4,Standard,2018,2,,
108687,Canada,Ontario,Hamilton,Female,Bachelor,70876,Single,Star,1293.79,Standard,2018,3,2018.0,11.0
108688,Canada,Alberta,Lethbridge,Female,Doctor,162476,Married,Star,6133.25,2018 Promotion,2018,4,,
108689,Canada,Alberta,Lethbridge,Female,Bachelor,70998,Single,Aurora,6304.63,Standard,2015,12,2017.0,7.0
108690,Canada,Quebec,Montreal,Male,College,58861,Married,Aurora,11803.2,Standard,2012,6,2017.0,8.0
108691,Canada,Ontario,Mississauga,Female,High School or Below,46692,Married,Star,1063.67,2018 Promotion,2018,3,,
108692,Canada,Nova Scotia,Dartmouth,Female,Master,126132,Married,Star,2645.82,Standard,2018,9,,
108693,Canada,Saskatchewan,Saskatoon,Female,Bachelor,87438,Single,Nova,9615.21,Standard,2012,2,,
108694,Canada,Manitoba,Winnipeg,Male,Master,110390,Divorced,Star,577.12,Standard,2017,8,,
108695,Canada,Ontario,Ottawa,Female,Master,95033,Single,Star,2090.47,Standard,2018,5,,
108696,Canada,Ontario,Mississauga,Male,High School or Below,53088,Single,Star,4357.87,Standard,2014,7,2018.0,9.0
108697,United States,,Manchester,Male,Master,107581,Married,Aurora,8335.62,Standard,2014,3,,
108698,Canada,Alberta,Calgary,Female,College,45986,Married,Nova,5468.34,Standard,2013,10,,
108699,Canada,British Columbia,Vancouver,Female,Master,142849,Divorced,Star,465.83,Standard,2014,9,2017.0,12.0
108700,Canada,British Columbia,Vancouver,Female,Bachelor,72791,Single,Nova,3854.98,Standard,2018,1,,
108701,United States,,Chicago,Female,Bachelor,65346,Divorced,Aurora,4574.44,Standard,2018,1,,
108702,Canada,Ontario,Toronto,Male,High School or Below,42406,Divorced,Nova,344.12,Standard,2016,11,,
108703,Canada,Alberta,Edmonton,Male,Bachelor,98491,Divorced,Star,1064.11,Standard,2012,1,,
108704,Canada,British Columbia,Burnaby,Male,Doctor,187798,Divorced,Star,620.11,Standard,2017,6,,
108705,Canada,Saskatchewan,Regina,Female,Master,108656,Married,Star,1905.72,Standard,2018,11,,
108706,Canada,Ontario,London,Female,Doctor,154723,Single,Star,3154.49,Standard,2017,11,,
108707,Canada,Alberta,Calgary,Female,Bachelor,77519,Married,Star,1202.07,Standard,2013,3,2018.0,6.0
108708,Canada,Alberta,Edmonton,Male,Master,127109,Married,Star,1636.12,Standard,2017,12,,
108709,Canada,Quebec,Montreal,Female,Bachelor,75665,Married,Aurora,9311.71,Standard,2017,7,,
108710,Canada,Ontario,Toronto,Female,Doctor,158525,Single,Star,1291.18,Standard,2017,4,,
108711,Canada,Ontario,Mississauga,Female,Doctor,187522,Married,Nova,5291.55,Standard,2017,11,,
108712,Canada,Ontario,Hamilton,Male,Master,121935,Single,Star,1538.85,Standard,2014,2,,
108713,Canada,Nova Scotia,Dartmouth,Female,Bachelor,87164,Married,Nova,3219.2,Standard,2018,8,2018.0,7.0
108714,Canada,Ontario,Ottawa,Female,Doctor,129140,Married,Aurora,3252.44,Standard,2018,5,,
108715,Canada,Alberta,Calgary,Male,Doctor,134511,Married,Star,12491.82,Standard,2015,9,,
108716,Canada,Ontario,Ottawa,Female,Bachelor,61317,Single,Star,485.49,Standard,2016,7,,
108717,Canada,Manitoba,Brandon,Male,College,63534,Married,Star,1120.99,Standard,2015,12,,
108718,Canada,Ontario,Hamilton,Female,College,62826,Single,Star,2810.82,Standard,2016,7,,
108719,Canada,Ontario,London,Female,Bachelor,67932,Married,Aurora,5585.54,Standard,2012,11,,
108720,Canada,Ontario,Hamilton,Female,High School or Below,47409,Divorced,Star,945.41,Standard,2013,8,,
108721,Canada,Quebec,Laval,Male,Master,102913,Single,Star,978.0,Standard,2016,5,,
108722,Canada,British Columbia,Victoria,Male,High School or Below,36933,Divorced,Aurora,8264.11,Standard,2013,12,2018.0,2.0
108723,Canada,Ontario,Hamilton,Male,College,55408,Married,Star,288.43,Standard,2015,8,,
108724,Canada,Alberta,Calgary,Female,Bachelor,68737,Single,Nova,6386.17,Standard,2016,2,,
108725,Canada,Ontario,London,Male,High School or Below,43641,Single,Nova,930.76,Standard,2013,10,,
108726,Canada,Quebec,Laval,Female,High School or Below,46014,Married,Aurora,5625.07,Standard,2017,12,,
108727,Canada,British Columbia,Vancouver,Female,Bachelor,71999,Married,Aurora,1600.9,2018 Promotion,2018,3,2018.0,12.0
108728,Canada,Ontario,London,Male,Master,81073,Married,Star,460.69,Standard,2017,6,2018.0,4.0
108729,Canada,Quebec,Quebec City,Female,Bachelor,91819,Married,Nova,8205.17,Standard,2016,5,,
108730,Canada,Quebec,Quebec City,Female,College,51875,Single,Star,3459.13,2018 Promotion,2018,3,,
108731,Canada,Quebec,Montreal,Female,Bachelor,90788,Married,Nova,6984.01,Standard,2017,5,,
108732,Canada,Nova Scotia,Halifax,Female,Bachelor,81920,Married,Aurora,11138.81,2018 Promotion,2018,2,,
108733,Canada,Alberta,Lethbridge,Female,High School or Below,48847,Married,Star,553.26,Standard,2018,8,,
108734,Canada,British Columbia,Victoria,Male,High School or Below,43552,Single,Star,161.5,Standard,2018,12,2018.0,3.0
108735,Canada,Manitoba,Winnipeg,Male,Bachelor,99289,Single,Star,1009.23,Standard,2016,8,,
